OPERATEUR;FILIERE;Année;code region;Nom Région;CODE CATEGORIE CONSOMMATION;CODE GRAND SECTEUR;CODE SECTEUR NAF2;Nb sites;Conso totale (MWh);Conso moyenne (MWh);Nombre de mailles secretisées;Part thermosensible (%);Conso totale à usages thermosensibles (MWh);Conso totale à usages non thermosensibles (MWh);Thermosensibilité totale (kWh DJU);Conso totale corrigée de l'aléa climatique à usages thermosensibles (MWh);Conso moyenne à usages thermosensibles (MWh);Conso moyenne à usages non thermosensibles (MWh);Thermosensibilité moyenne (kWh DJU);Conso moyenne corrigée de l'aléa climatique à usages thermosensibles (MWh);DJU à TR;DJU à TN;Nombre d'habitants;Taux de logements collectifs;Taux de résidences principales;Superficie des logements <30 m2;Superficie des logements 30 à 40 m2;Superficie des logements 40 à 60 m2;Superficie des logements 60 à 80 m2;Superficie des logements 80 à 100 m2;Superficie des logements >100 m2;Résidences principales avant 1919;Résidences principales de 1919 à 1945;Résidences principales de 1946 à 1970;Résidences principales de 1971 à 1990;Résidences principales de 1991 à 2005;Résidences principales de 2006 à 2015;Résidences principales après 2016;Taux de chauffage électrique
Régie municipale d'électricité de Laruns;Electricité;2021;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;1165;3130.0;2.68669527896996;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2018;32;Hauts-de-France;RES;RESIDENTIEL;;12457;47955.75;3.84970297824516;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Martres Tolosane;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;1272;6212.0;4.88364779874214;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Martres Tolosane;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;1270;6287.0;4.9503937007874;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Martres Tolosane;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;1461;5734.0;3.92470910335387;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;2659;15074.0;5.66904851447913;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mercus;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;554;2659.0;4.79963898916967;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mercus;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;577;2702.0;4.68284228769497;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Merens les Vals;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;223;774.0;3.47085201793722;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Merens les Vals;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;200;913.0;4.565;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Miramont les Comminges;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;469;2444.0;5.21108742004264;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Miramont les Comminges;Electricité;2022;76;Occitanie;RES;RESIDENTIEL;;494;2124.0;4.29959514170041;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Quie;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;170;1013.0;5.95882352941176;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint Martin sur La Chambre;Electricité;2018;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;310;2081.0;6.71290322580645;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;2377;10977.0;4.61800588977703;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;2680;10459.0;3.90261194029851;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;2738;13196.0;4.81957633308985;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;1634;7283.0;4.45716034271726;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;1744;8160.0;4.67889908256881;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;2371;11867.0;5.00506115563054;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Vicdessos;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;564;2935.0;5.20390070921986;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Vicdessos;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;474;1648.0;3.47679324894515;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Vicdessos;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;524;1730.0;3.30152671755725;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Villarodin-Bourget;Electricité;2018;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1294;4259.0;3.29134466769706;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de l'Hospitalet Pres l'Andorre;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;75;224.0;2.98666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de l'Hospitalet Pres l'Andorre;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;83;256.0;3.08433734939759;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité et de télédistribution de Marange-Silvange;Electricité;2021;44;Grand Est;RES;RESIDENTIEL;;2772;11672.338;4.21080014430014;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité et de télédistribution de Rombas;Electricité;2021;44;Grand Est;RES;RESIDENTIEL;;4754;13874.129;2.91841165334455;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité et de télédistribution de Talange;Electricité;2019;44;Grand Est;RES;RESIDENTIEL;;4243;15802.428;3.72435258072119;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale de Cazouls-les-Béziers;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;2811;16499.0;5.86944147990039;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale de Cazouls-les-Béziers;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;2942;17336.0;5.89259007477906;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale de Cazouls-les-Béziers;Electricité;2022;76;Occitanie;RES;RESIDENTIEL;;2801;16631.0;5.93752231345948;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz électricité de Bonneville;Electricité;2020;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;7544;36218.788;4.80100583244963;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz électricité de Bonneville;Electricité;2021;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;6779;27998.966;4.13025018439298;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz électricité de Bonneville;Gaz;2019;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1695;37514.0;22.1321533923304;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz électricité de Sallanches;Electricité;2020;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;11363;56279.853;4.95290442664789;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz électricité de Sallanches;Gaz;2019;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1157;35617.0;30.7839239412273;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale multiservices de La Réole;Electricité;2021;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;2759;9437.008;3.42044508880029;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale électrique de Saint Leonard de Noblat;Electricité;2022;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;1408;5910.0;4.19744318181818;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique communale d'Aussois;Electricité;2022;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1536;5739.0;3.736328125;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique d'Avrieux;Electricité;2021;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;238;2161.0;9.07983193277311;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique d'Avrieux;Electricité;2022;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;327;3380280.0;10337.247706422;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Bessans;Electricité;2022;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;975;6250.0;6.41025641025641;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Bonneval-sur-Arc;Electricité;2020;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;301;2514.0;8.35215946843854;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Bozel;Electricité;2019;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1534;8847.0;5.76727509778357;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de La Cabanasse;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;675;2686.0;3.97925925925926;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de La Chapelle;Electricité;2018;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;212;1262.0;5.95283018867925;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Sainte-Foy-Tarentaise;Electricité;2021;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1021;7410.871;7.25844368266405;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Sainte-Foy-Tarentaise;Electricité;2022;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1011;7130.683;7.05309891196835;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Villaroger;Electricité;2018;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;376;2729.0;7.25797872340426;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique municipale de Fontpedrouse;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;222;580.0;2.61261261261261;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique municipale de Mont Louis;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;248;997.0;4.02016129032258;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique municipale de Prats-de-Mollo-la-Preste;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;1019;2284.0;2.2414131501472;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électriques de Tignes;Electricité;2018;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4913;15922.0;3.24078974150214;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électriques de Tignes;Electricité;2020;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4827;9954.0;2.06215040397763;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électriques de Tignes;Electricité;2021;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4524;8269.227;1.8278574270557;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électriques de Tignes;Electricité;2022;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4516;10846.53;2.40180026572188;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;2815;10100.0;3.58792184724689;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2022;44;Grand Est;RES;RESIDENTIEL;;96458;979463.0;10.1542951336333;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
réséda;Electricité;2021;44;Grand Est;RES;RESIDENTIEL;;151828;602400.869;3.96765332481492;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAEML Hunelec;Electricité;2019;44;Grand Est;RES;RESIDENTIEL;;4480;15793.624;3.5253625;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2023;93;Provence-Alpes-Côte d'Azur;RES;RESIDENTIEL;;3136864;13620539.738;4.342;0;18.54;2525085.27;11095454.468;1885281.048;2669012.499;0.805;3.537;0.601;0.851;1339.368;1415.711;5098666;1226.46671401452;1978.24196279349;121092.763492983;178628.830728994;441022.4262625;594784.059233096;462126.902093371;512324.331434182;222233.476506033;176045.374817337;578464.396424969;713009.623289187;339021.600515495;235942.204190348;45262.6375017573;944.765175212782
Enedis;Electricité;2023;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;3268693;14413765.857;4.41;0;21.39;3082608.163;11331157.694;2408064.466;3419748.505;0.943;3.467;0.737;1.046;1280.119;1420.123;6034388;687.697878993162;4494.76273578504;97955.2105804311;124317.196658794;312651.210539777;508986.989450434;685797.733828721;1071024.59216753;442074.741477379;208485.348565919;474033.744403112;759883.953363309;463829.694216129;384441.694765854;67983.756433986;1462.75032960558
Enedis;Electricité;2023;44;Grand Est;RES;RESIDENTIEL;;2052914;8824144.007;4.298;75;21.02;1854728.894;6969415.113;905425.213;1960657.771;0.903;3.395;0.441;0.955;2048.462;2165.455;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
EdF-SEI;Electricité;2023;01;Guadeloupe;RES;RESIDENTIEL;;203053;699569.584;3.44525608584951;1;;;;;;;;;;;;383559;34.1163764380162;123.069117598579;6483.71724251318;12011.5583752618;27846.48132218;47227.0421934442;41866.3909209974;37382.8453351348;638.861882308871;2757.87646419236;23417.7700717003;55545.2302477328;59856.6504081909;25430.1582198301;5171.48809557606;
EdF-SEI;Electricité;2023;02;Martinique;RES;RESIDENTIEL;;185231;589437.307;3.18217418790591;0;;;;;;;;;;;;361225;50.591678515436;132.994558813399;5329.62498061568;11166.7550162575;25040.1833970687;47766.5549256446;44636.4887987651;33311.6618774854;1269.74145191009;4592.43143754288;27264.9295790313;56070.7039704296;52386.5368855919;21537.2038289046;4129.72184242655;
EdF-SEI;Electricité;2023;03;Guyane;RES;RESIDENTIEL;;68510;312810.665;4.56591249452635;0;;;;;;;;;;;;285133;24.4077274249611;69.7170363337464;7282.46267219366;9653.67616818007;15941.6117207854;18385.1849870424;16090.9568290373;12706.4646918012;426.358959304173;959.462056351418;5921.58913673274;20059.2180991031;27947.4139481334;19924.6009556236;4821.71391379162;
EdF-SEI;Electricité;2023;94;Corse;RES;RESIDENTIEL;;232541;1031186.752;4.43442985108002;0;;;;;;;;;;;;343701;122.228985164099;208.787290008321;3880.01309978036;8632.99943739946;23433.4046363712;40513.5127171692;34334.3584726984;39190.2128704194;15973.1595682486;9251.2621687398;25777.7816657373;48485.1593501184;23325.5716789389;22169.9475367583;5001.6192652968;189.197969921957
Energie Pays Toy;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;2866;9948.854;3.47133775296581;1;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Energie et Services de Seyssel;Electricité;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;27662;162639.321;5.8795214012002;1;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Energie et Services de Seyssel;Gaz;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;441;2755.015;6.24719954648526;0;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Energies Services Lannemezan;Gaz;2023;76;Occitanie;RES;RESIDENTIEL;;2529;34961.856;13.8243795966785;2;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Energies Services Lavaur;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;6546;32937.0;5.03162236480293;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Gascogne Energies Services;Electricité;2023;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;3939;14196.277;3.60403071845646;1;;;;;;;;;;;;6034388;687.697878993162;4494.76273578504;97955.2105804311;124317.196658794;312651.210539777;508986.989450434;685797.733828721;1071024.59216753;442074.741477379;208485.348565919;474033.744403112;759883.953363309;463829.694216129;384441.694765854;67983.756433986;1462.75032960558
Gaz de Barr;Electricité;2023;44;Grand Est;RES;RESIDENTIEL;;4691;19832.712;4.22782178639949;0;;;;;;;;;;;;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
Gaz de Barr;Gaz;2023;44;Grand Est;RES;RESIDENTIEL;;12611;151140.446;11.9848105622076;0;;;;;;;;;;;;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
Gazelec de Péronne;Gaz;2023;32;Hauts-de-France;RES;RESIDENTIEL;;2003;19266.584;9.61886370444333;1;;;;;;;;;;;;5998113;694.74808676016;4770.15916613199;80987.666646486;112306.406379546;337032.822872267;572569.480531121;700559.729794861;748756.558614428;259590.428675429;428535.706976793;600250.80797079;680147.076657731;301111.631378827;242387.955013036;40189.0581660997;1082.73907904424
Gedia;Gaz;2023;28;Normandie;RES;RESIDENTIEL;;294;4459.458;15.1682244897959;0;;;;;;;;;;;;3329681;488.321449267846;2919.6218065052;50630.8526276116;74105.0983634587;201495.983410591;337450.098340692;374621.3066277;462704.529637998;229434.124626913;114562.134823605;329224.392042763;428514.771453241;206361.888533534;165022.508638298;27888.0488896985;934.918276375162
GreenAlp;Electricité;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;117145;270262.0;2.30707243160186;4;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Régie Municipale Bazas-Energies;Electricité;2023;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;3094;11418.906;3.69066127989657;2;;;;;;;;;;;;6034388;687.697878993162;4494.76273578504;97955.2105804311;124317.196658794;312651.210539777;508986.989450434;685797.733828721;1071024.59216753;442074.741477379;208485.348565919;474033.744403112;759883.953363309;463829.694216129;384441.694765854;67983.756433986;1462.75032960558
Régie communale d'électricité de Gattieres;Electricité;2023;93;Provence-Alpes-Côte d'Azur;RES;RESIDENTIEL;;2333;14819.0;6.35190741534505;0;;;;;;;;;;;;5098666;1226.46671401452;1978.24196279349;121092.763492983;178628.830728994;441022.4262625;594784.059233096;462126.902093371;512324.331434182;222233.476506033;176045.374817337;578464.396424969;713009.623289187;339021.600515495;235942.204190348;45262.6375017573;944.765175212782
Régie communale d'électricité de Montois-la-Montagne;Electricité;2023;44;Grand Est;RES;RESIDENTIEL;;1264;6670.047;5.27693591772152;0;;;;;;;;;;;;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
Régie d'électricité de Montvalezan-la-Rosiere;Electricité;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1964;6638.906;3.3802983706721;0;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Régie d'électricité de Saint-Quirc;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;534;2684.0;5.02621722846442;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Régie municipale d'électricité de Dalou;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;409;1807.0;4.41809290953545;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Régie municipale d'électricité de Martres Tolosane;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;1356;6401.0;4.72050147492625;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Régie municipale d'électricité de Mazeres;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;2206;9621.0;4.36128739800544;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Régie municipale d'électricité de Quie;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;188;968.0;5.14893617021277;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Régie municipale d'électricité de Salins les Bains;Electricité;2023;27;Bourgogne-Franche-Comté;RES;RESIDENTIEL;;1898;6894.408;3.63245943097998;0;;;;;;;;;;;;2801822;627.852992267529;3582.32347875765;37579.3982298603;52598.7054420233;153460.697812992;273700.626597013;322386.506832987;457270.955808686;253924.61003292;106541.386109396;256809.049995984;361154.905875687;176018.523227683;123212.000055388;19336.4154265021;629.895116430448
Régie municipale d'électricité de Vicdessos;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;536;1665.0;3.10634328358209;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Régie municipale d'électricité de Villarodin-Bourget;Electricité;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1230;3659.0;2.97479674796748;0;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Régie municipale d'électricité et de télédistribution de Marange-Silvange;Electricité;2023;44;Grand Est;RES;RESIDENTIEL;;2808;12150.97;4.32726851851852;0;;;;;;;;;;;;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
Régie municipale gaz électricité de Bonneville;Gaz;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;2368;11901.78;5.02608952702703;1;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Régie municipale gaz électricité de Sallanches;Electricité;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;10920;32552.164;2.9809673992674;0;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Régie municipale gaz électricité de Sallanches;Gaz;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1538;7176.072;4.66584655396619;0;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Régie municipale multiservices de La Réole;Gaz;2023;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;1451;10855.686;7.48152033080634;3;;;;;;;;;;;;6034388;687.697878993162;4494.76273578504;97955.2105804311;124317.196658794;312651.210539777;508986.989450434;685797.733828721;1071024.59216753;442074.741477379;208485.348565919;474033.744403112;759883.953363309;463829.694216129;384441.694765854;67983.756433986;1462.75032960558
Régie municipale électrique de Saint Leonard de Noblat;Electricité;2023;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;1407;5664.0;4.02558635394456;0;;;;;;;;;;;;6034388;687.697878993162;4494.76273578504;97955.2105804311;124317.196658794;312651.210539777;508986.989450434;685797.733828721;1071024.59216753;442074.741477379;208485.348565919;474033.744403112;759883.953363309;463829.694216129;384441.694765854;67983.756433986;1462.75032960558
Régie électrique communale d'Aussois;Electricité;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1470;5012.0;3.40952380952381;0;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
